39,Redbrick,114,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,5,5,5,5,6,6,6,6
40,Tabletop Gaming,131,1,1,2,3,3,3,3,3,3,3,4,4,4,4,5,5,8,8,8,8,8,8,8,9,9,9,9,9,10,10,10,11,13,13,15,15,15,15,15,15,16,16,16,16,16,16,16
41,UNICEF on campus,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
42,Vale Festival,32,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
43,Watch This,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
44,Wayfarers,176,0,0,0,0,2,2,2,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,10,11,11,11,11,11,11,11,11,11,11,11,12,13,14,16,16,16
45,Womens Association,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2,DAMSA,43,8,8,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,15
3,International Students Association,69,3,3,3,3,3,3,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8
4,Intersectional Feminist Association,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
5,LGBTQ,126,4,4,5,5,7,7,7,7,7,8,8,9,9,9,9,9,10,12,12,12,12,13,15,15,15,15,15,15,15,15,15,15,15,15,15
